LSID,Sample Type,Project,Destination,UKB Dispatch Date,Child Sample Type,Extraction Method,Child LSID,Child Volume,Child Concentration,RIN,Average Fragment Size,OD Ratio,QC Status,Returned to UKB,Child Sample Destroyed
1025406598,EDTA plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit , GEL 95,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026006949,EDTA plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028015D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026006977,EDTA plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028015D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026007064,EDTA plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028015D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026007072,EDTA plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028015D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1025428132,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit , GEL 97,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1025429455,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit , GEL 97,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1025429528,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit , GEL 97,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1025429599,EDTA plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit , GEL 97,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1025429568,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027960D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026008585,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027960D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026008695,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027960D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026008765,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027960D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002266,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028020D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002298,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028020D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002306,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028020D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002312,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028020D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002344,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027970D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002453,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027970D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002460,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027970D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002516,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027970D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002267,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028025D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002287,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028025D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002290,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028025D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002294,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028025D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002258,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028030D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002259,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028030D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002264,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028030D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002284,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028030D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002262,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028035D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002272,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028035D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002280,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028035D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026002283,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028035D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026000752,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028040D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026001874,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028040D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026001881,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028040D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1026001898,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028040D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1028179382,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028005D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1028179553,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028005D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1028179652,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028005D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1028179787,streck_plasma,ctDNA Pilot Phase 1,University of Leicester,11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10028005D,N/A,N/A,N/A,N/A,N/A,Pass,No,Yes
1025429520,streck_plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027068D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1026008587,streck_plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027068D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1026008636,streck_plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027068D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1026008654,streck_plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027068D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1026008753,streck_plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027068D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1026000940,streck_plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027073D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1026000948,streck_plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027073D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1026000950,streck_plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027073D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1026000978,streck_plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027073D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1026000989,streck_plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027073D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1026001823,streck_plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027078D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1026001832,streck_plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027078D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1026001864,streck_plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027078D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1026001870,streck_plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027078D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1026001918,streck_plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027078D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023251399,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027083D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023251435,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027083D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023251437,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027083D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023251455,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027083D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023251684,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027083D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023509834,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027088D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023509867,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027088D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023509955,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027088D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023509985,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027088D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023510134,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027088D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023509824,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027093D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023509899,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027093D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023509907,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027093D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023509975,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027093D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023510127,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027093D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023512352,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027098D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023512370,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027098D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023512381,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027098D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023512409,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027098D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023512546,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027098D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023512341,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027103D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023512410,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027103D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023512457,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027103D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023512509,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027103D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1023512523,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027103D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422149,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027108D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422159,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027108D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422163,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027108D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422189,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027108D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422201,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027108D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422415,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027113D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422436,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027113D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422448,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027113D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422449,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027113D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422465,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027113D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422239,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027118D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422264,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027118D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422329,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027118D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422350,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027118D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422493,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027118D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422795,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027123D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422797,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027123D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422803,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027123D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422843,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027123D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422911,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027123D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422425,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027128D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422618,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027128D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422696,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027128D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422736,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027128D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422817,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027128D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025422835,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027133D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025430564,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027133D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025430573,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027133D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025430595,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027133D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025430604,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027133D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025430608,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027138D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025430676,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027138D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025430691,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027138D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025430707,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027138D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025430736,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027138D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025431156,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027143D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025431162,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027143D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025431177,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027143D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025431188,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027143D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025431207,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027143D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025431226,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027148D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025431871,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027148D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025431888,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027148D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025431952,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027148D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025432004,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027148D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025431217,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027153D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025431715,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027153D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
1025431741,EDTA plasma,ctDNA Pilot Phase 1,Inivata (Cambridge),11/12/2017,ctDNA,QIAamp Circulating Nucleic Acid Kit ,10027153D,N/A,N/A,N/A,N/A,N/A,PASS,No,Yes
